title,price,surface,rooms,baths,garages,private area,builded area,estrato,antiquity,price m2,administration
Apartamento en Venta Bello Amazonia Boavista,$ 225.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",4,1a8años,3.461.538/m²,"$140,000"
Apartamento en Venta Bello Amazonia Porto Leticia,$ 225.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",4,1a8años,3.214.286/m²,"$160,000"
Apartamento en Venta Bello Amazonia Porto Leticia,$ 230.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",4,1a8años,3.285.714/m²,"$168,000"
Apartamento en Venta Bello Amazonia Porto Leticia,$ 225.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",4,16a30años,3.214.286/m²,"$176,000"
Apartamento en Venta Bello Navarra Plaza Navarra,$ 220.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",3,1a8años,3.437.500/m²,"$124,000"
Apartamento en Venta Bello Amazonia Porto Leticia,$ 236.000.000,"71,00 m²",3,2,1,"71,00m²","71,00m²",4,16a30años,3.323.944/m²,"$170,000"
Apartamento en Venta Bello Niquia Hacienda Niquia,$ 260.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",4,1a8años,3.611.111/m²,"$153,000"
Apartamento en Venta Bello Niquia Hacienda Niquia,$ 250.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",4,1a8años,3.846.154/m²,"$140,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello HACIENDA NIQUIA CERCA AL C C PUERTA DEL NORTE,$ 250.000.000,"67,00 m²",3,2,nan,nan,"67,00m²",4,1a8años,3.731.343/m²,nan
Apartamento en Venta Bello Cabañas,$ 232.000.000,"70,00 m²",3,2,1,nan,"70,00m²",4,1a8años,3.314.286/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Cabañitas,$ 320.000.000,"79,00 m²",3,2,1,"79,00m²","79,00m²",4,1a8años,4.050.633/m²,"$203,000"
Apartamento en Venta Bello el trapiche,$ 95.000.000,"42,00 m²",2,1,nan,"42,00m²","42,00m²",2,1a8años,2.261.905/m²,"$75,000E"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Amazonia Camino del Viento,$ 235.000.000,"66,00 m²",3,2,1,"66,00m²","66,00m²",4,1a8años,3.560.606/m²,"$131,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Amazonia Boavista,$ 190.000.000,"54,00 m²",3,2,1,"54,00m²","54,00m²",4,1a8años,3.518.519/m²,"$130,000"
Apartamento en Venta Bello Amazonia Porto Leticia,$ 260.000.000,"69,00 m²",3,2,1,"69,00m²","69,00m²",4,1a8años,3.768.116/m²,"$174,000"
Apartamento en Venta Bello Niquia Hacienda Niquia,$ 335.000.000,"92,00 m²",3,2,1,"92,00m²","92,00m²",4,1a8años,3.641.304/m²,"$199,000"
Apartamento en Venta Bello Niquia Nuevo Milenio,$ 245.000.000,"58,00 m²",3,2,1,"58,00m²","58,00m²",4,1a8años,4.224.138/m²,"$135,000"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Navarra Torre Navarra,$ 162.000.000,"57,00 m²",2,2,nan,"57,00m²","57,00m²",3,1a8años,2.842.105/m²,"$130,000"
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia Cerro Azul,$ 168.000.000,"54,00 m²",3,2,1,"54,00m²","54,00m²",3,1a8años,3.111.111/m²,"$110,000"
Apartamento en Venta Bello Niquia Florida Norteamérica,$ 260.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",4,1a8años,3.714.286/m²,"$135,000"
Apartamento en Venta Bello Niquia Florida Norteamérica,$ 260.000.000,"68,00 m²",3,2,1,"68,00m²","68,00m²",4,1a8años,3.823.529/m²,"$130,000"
Apartamento en Venta Bello Niquia Florida Norteamérica,$ 190.000.000,"65,00 m²",3,2,nan,"65,00m²","65,00m²",4,1a8años,2.923.077/m²,"$135,000"
Apartamento en Venta Bello Navarra Plaza Navarra,$ 185.000.000,"67,00 m²",3,2,1,"67,00m²","67,00m²",3,1a8años,2.761.194/m²,"$124,000"
Apartamento en Venta Bello Niquia Ceiba del Norte,$ 198.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",4,1a8años,3.046.154/m²,"$145,000"
Apartamento en Venta Bello Niquia Hacienda Niquia,$ 350.000.000,"92,00 m²",3,2,nan,"92,00m²","92,00m²",4,1a8años,3.804.348/m²,"$191,000"
Apartamento en Venta Bello Cabañitas Ciudad Central,$ 200.000.000,"66,00 m²",3,2,1,"66,00m²","66,00m²",4,1a8años,3.030.303/m²,"$153,000"
Apartamento en Venta Bello Navarra Plaza Navarra,$ 175.000.000,"66,00 m²",3,2,1,"66,00m²","66,00m²",3,1a8años,2.651.515/m²,"$120,000"
Apartamento en Venta Bello Niquia Florida Norteamérica,$ 200.000.000,"61,00 m²",3,2,1,"61,00m²","61,00m²",4,1a8años,3.278.689/m²,"$117,000"
Apartamento en Venta Bello Niquia Ceiba del Norte,$ 170.000.000,"55,00 m²",2,2,1,"55,00m²","55,00m²",4,1a8años,3.090.909/m²,"$124,000"
Apartamento en Venta Bello Niquia Hacienda Niquia,$ 248.000.000,"67,00 m²",3,2,1,"67,00m²","67,00m²",4,1a8años,3.701.493/m²,"$150,000"
Apartamento en Venta Bello Niquia Hacienda Niquia,$ 340.000.000,"92,00 m²",3,2,1,"92,00m²","92,00m²",4,1a8años,3.695.652/m²,"$191,000"
Apartamento en Venta Bello Cabañas,$ 160.000.000,"65,00 m²",3,1,nan,"65,00m²","65,00m²",4,16a30años,2.461.538/m²,nan
Apartamento en Venta Bello NIQUIA,$ 180.000.000,"56,00 m²",3,2,1,nan,"56,00m²",4,nan,3.214.286/m²,nan
Apartamento en Venta Bello Niquia Florida Norteamerica,$ 240.000.000,"68,00 m²",3,2,1,"68,00m²","68,00m²",4,1a8años,3.529.412/m²,"$160,000"
Apartamento en Venta Bello Niquia Ceiba del Norte,$ 250.000.000,"76,00 m²",3,2,1,"76,00m²","76,00m²",4,1a8años,3.289.474/m²,"$173,000"
Apartamento en Venta Bello El Trapiche Rincón del Bosque,$ 150.000.000,"61,00 m²",3,2,nan,"61,00m²","61,00m²",3,1a8años,2.459.016/m²,"$120,000"
Apartamento en Venta Bello Niquia Hacienda Niquia,$ 280.000.000,"71,00 m²",3,2,1,"71,00m²","71,00m²",4,1a8años,3.943.662/m²,"$150,000"
Apartamento en Venta Bello Niquia Los Arboles,$ 210.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",4,1a8años,3.000.000/m²,"$186,000"
Apartamento en Venta Bello El Trapiche Tulipanes,$ 143.000.000,"61,00 m²",3,2,nan,"61,00m²","61,00m²",3,1a8años,2.344.262/m²,"$110,000"
Apartamento en Venta Bello Niquia Edificio Coral,$ 195.000.000,"55,00 m²",3,2,1,"55,00m²","55,00m²",3,1a8años,3.545.455/m²,"$140,000"
Apartamento en Venta Bello Niquia Florida Norteamérica,$ 157.000.000,"61,00 m²",3,2,nan,"61,00m²","61,00m²",4,1a8años,2.573.770/m²,"$125,000"
Apartamento en Venta Bello Niquia Hacienda Niquia,$ 275.000.000,"71,00 m²",3,2,1,"71,00m²","71,00m²",4,1a8años,3.873.239/m²,"$152,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Navarra Plaza Navarra,$ 173.000.000,"64,90 m²",3,2,1,"65,00m²","64,90m²",3,1a8años,2.665.639/m²,"$125,000"
Apartamento en Venta Bello Cabañas,$ 232.000.000,"70,00 m²",3,2,1,nan,"70,00m²",4,1a8años,3.314.286/m²,nan
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 205.000.000,"65,00 m²",3,2,nan,"65,00m²","65,00m²",4,1a8años,3.153.846/m²,"$143,000"
Apartamento en Venta Bello el trapiche,$ 95.000.000,"42,00 m²",2,1,nan,"42,00m²","42,00m²",2,1a8años,2.261.905/m²,"$75,000E"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia Hacienda Niquia,$ 245.000.000,"71,00 m²",3,2,1,"71,00m²","71,00m²",4,1a8años,3.450.704/m²,"$150,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia Hacienda Niquia,$ 265.000.000,"71,00 m²",2,2,1,"71,00m²","71,00m²",4,1a8años,3.732.394/m²,"$150,000"
Apartamento en Venta Bello Niquia Hacienda Niquia,$ 342.000.000,"89,00 m²",3,2,1,"89,00m²","89,00m²",4,1a8años,3.842.697/m²,"$191,300"
Apartamento en Venta Bello Manchester Edificio Santa Clara,$ 280.000.000,"78,00 m²",3,2,1,"78,00m²","78,00m²",4,1a8años,3.589.744/m²,"$170,000"
Apartamento en Venta Bello Niquia Edificio Gales,$ 235.000.000,"69,00 m²",3,2,1,"69,00m²","69,00m²",4,1a8años,3.405.797/m²,"$197,000"
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello Alcalá,$ 200.000.000,"168,00 m²",5,3,1,"168,00m²","168,00m²",3,16a30años,1.190.476/m²,nan
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia Nuevo Milenio,$ 238.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",4,1a8años,3.400.000/m²,"$140,000"
Apartamento en Venta Bello Niquia Parte baja,$ 185.000.000,"71,00 m²",3,2,nan,"71,00m²","71,00m²",3,1a8años,2.605.634/m²,nan
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello Búcaros Reserva de Búcaros,$ 180.000.000,"52,00 m²",2,2,1,"52,00m²","52,00m²",3,1a8años,3.461.538/m²,"$152,000"
Apartamento en Venta Bello El Mirador Unidad Mirasol,$ 135.000.000,"54,00 m²",3,2,nan,"54,00m²","54,00m²",3,1a8años,2.500.000/m²,"$117,000"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Navarra Plaza Navarra,$ 190.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",3,1a8años,2.923.077/m²,"$125,000"
Apartamento en Venta Bello Belvedere Puerta Madera,$ 210.000.000,"60,00 m²",3,2,1,"60,00m²","60,00m²",4,1a8años,3.500.000/m²,"$100,000"
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello Búcaros,$ 150.000.000,"55,00 m²",3,2,nan,"55,00m²","55,00m²",3,9a15años,2.727.273/m²,nan
Apartamento en Venta Bello Belvedere Puerta Madera,$ 235.000.000,"68,00 m²",3,2,1,"68,00m²","68,00m²",4,1a8años,3.455.882/m²,"$146,000"
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello Santa Ana Puerto Alegre,$ 185.000.000,"53,00 m²",3,2,nan,"53,00m²","53,00m²",4,1a8años,3.490.566/m²,"$110,000"
Apartamento en Venta Bello Santa Ana Puerto Alegre,$ 185.000.000,"54,00 m²",3,2,1,"54,00m²","54,00m²",4,1a8años,3.425.926/m²,"$85,000E"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia Cerro Azul,$ 160.000.000,"56,00 m²",3,2,nan,"56,00m²","56,00m²",3,1a8años,2.857.143/m²,"$135,000"
Apartamento en Venta Bello Amazonia Porto Letica,$ 250.000.000,"64,00 m²",3,2,1,"88,00m²","64,00m²",4,1a8años,3.906.250/m²,"$162,000"
NORDICA,Desde $ 138.850.000 Hasta $ 302.650.000,"36,00 a 82,00 m²",1,1,nan,"35,00a80,00m²","36,00a82,00m²",3,nan,nan,nan
Apartamento en Venta Bello Cabañas,$ 360.000.000,"157,00 m²",4,4,1,"157,00m²","157,00m²",3,1a8años,2.292.994/m²,nan
Apartamento en Venta Bello NIQUIA,$ 230.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",4,Menosde1año,3.593.750/m²,"$180,000"
Apartamento en Venta Bello TRAPICHE,$ 155.000.000,"67,00 m²",3,2,nan,nan,"67,00m²",3,1a8años,2.313.433/m²,nan
Apartamento en Venta Bello LA CABAÑA,$ 165.000.000,"165,00 m²",3,2,1,"165,00m²","165,00m²",3,16a30años,1.000.000/m²,nan
Apartamento en Venta Bello SANTA ANA,$ 210.000.000,"66,00 m²",3,2,1,"66,00m²","66,00m²",3,1a8años,3.181.818/m²,nan
Apartamento en Venta Bello CABAÑAS,$ 240.000.000,"81,00 m²",3,2,nan,nan,"81,00m²",4,Menosde1año,2.962.963/m²,"$186,369"
Apartamento en Venta Bello SAN GABRIEL,$ 125.000.000,"58,00 m²",3,2,1,nan,"58,00m²",3,nan,2.155.172/m²,nan
Apartamento en Venta Bello Niquia Hacienda Niquia,$ 260.000.000,"71,00 m²",3,2,1,"71,00m²","71,00m²",4,1a8años,3.661.972/m²,"$152,000"
Apartamento en Venta Bello Navarra Torre Navarra,$ 180.000.000,"68,00 m²",3,2,nan,"68,00m²","68,00m²",3,1a8años,2.647.059/m²,"$140,000"
Apartamento en Venta Bello Bucaros,$ 210.000.000,"66,00 m²",3,2,1,nan,"66,00m²",3,Menosde1año,3.181.818/m²,"$179,000"
Apartamento en Venta Bello niquia,$ 190.000.000,"56,00 m²",2,2,1,"56,00m²","56,00m²",4,1a8años,3.392.857/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello Estación Madera,$ 195.000.000,"67,00 m²",2,2,1,nan,"67,00m²",3,1a8años,2.910.448/m²,"$138,000"
Apartamento en Venta Bello niquia,$ 175.000.000,"56,00 m²",2,2,1,nan,"56,00m²",4,1a8años,3.125.000/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello cabañitas amazonia,$ 235.000.000,"76,00 m²",3,2,1,"76,00m²","76,00m²",4,1a8años,3.092.105/m²,"$180,000"
Apartamento en Venta Bello SECTOR INCAMETAL MACHADO,$ 178.000.000,"62,00 m²",3,2,nan,nan,"62,00m²",3,1a8años,2.870.968/m²,"$125,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Machado,$ 120.000.000,"50,00 m²",2,1,nan,"50,00m²","50,00m²",3,1a8años,2.400.000/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 205.000.000,"65,00 m²",3,2,1,nan,"65,00m²",3,nan,3.153.846/m²,"$140,000"
Apartamento en Venta Bello CABAITAS,$ 230.000.000,"68,00 m²",3,2,1,"68,00m²","68,00m²",4,1a8años,3.382.353/m²,nan
Apartamento en Venta Bello BELLO,$ 123.000.000,"40,00 m²",1,r,1,nan,"40,00m²",3,Menosde1año,3.075.000/m²,nan
Apartamento en Venta Bello BELLO,$ 240.000.000,"69,00 m²",3,2,1,nan,"69,00m²",4,Menosde1año,3.478.261/m²,"$180,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 185.000.000,"54,00 m²",2,2,1,nan,"54,00m²",4,Menosde1año,3.425.926/m²,"$148,109"
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 205.000.000,"60,00 m²",3,2,1,nan,"60,00m²",4,Menosde1año,3.416.667/m²,nan
Apartamento en Venta Bello BELLO,$ 190.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",4,Menosde1año,2.968.750/m²,"$182,174"
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello Cabañas,$ 250.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",4,1a8años,3.846.154/m²,"$170,000"
Apartamento en Venta Bello Cabañas,$ 210.000.000,"66,00 m²",3,2,nan,"66,00m²","66,00m²",4,1a8años,3.181.818/m²,"$153,000"
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello Niquía,$ 248.000.000,"71,00 m²",3,3,1,"71,00m²","71,00m²",4,Menosde1año,3.492.958/m²,"$120,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 165.000.000,"52,00 m²",2,2,1,"52,00m²","52,00m²",4,1a8años,3.173.077/m²,nan
Apartamento en Venta Bello MADERA,$ 295.000.000,"89,00 m²",3,2,1,"89,00m²","89,00m²",4,Menosde1año,3.314.607/m²,"$170,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello BELLAVISTA,$ 130.000.000,"60,00 m²",3,2,1,nan,"60,00m²",3,nan,2.166.667/m²,nan
Apartamento en Venta Bello Norteamérica,$ 260.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",4,1a8años,3.611.111/m²,"$125,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Niquía,$ 280.000.000,"79,80 m²",3,2,1,"80,00m²","79,80m²",3,Menosde1año,3.508.772/m²,"$150,000"
Apartamento en Venta Bello TIERRA ADENTRO,$ 128.000.000,"58,00 m²",3,2,nan,"58,00m²","58,00m²",3,Menosde1año,2.206.897/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello SANTA ANA,$ 210.000.000,"55,00 m²",2,2,1,"55,00m²","55,00m²",4,Menosde1año,3.818.182/m²,"$150,000"
Apartamento en Venta Bello Niquía,$ 270.000.000,"81,00 m²",3,2,1,"81,00m²","81,00m²",3,1a8años,3.333.333/m²,"$172,000"
Apartamento en Venta Bello NAVARRA,$ 260.000.000,"69,00 m²",3,2,1,nan,"69,00m²",4,nan,3.768.116/m²,nan
Apartamento en Venta Bello NIQUIA,$ 175.000.000,"56,00 m²",2,2,1,"54,00m²","56,00m²",4,1a8años,3.125.000/m²,nan
Apartamento en Venta Bello GRAN AVENIDA,$ 220.000.000,"75,00 m²",2,2,1,"75,00m²","75,00m²",3,1a8años,2.933.333/m²,nan
Apartamento en Venta Bello Bello,$ 240.000.000,"82,00 m²",4,2,nan,"82,00m²","82,00m²",3,nan,2.926.829/m²,nan
Apartamento en Venta Bello Bello,$ 390.000.000,"106,00 m²",3,3,nan,"106,00m²","106,00m²",4,nan,3.679.245/m²,nan
Apartamento en Venta Bello niquia,$ 190.000.000,"57,00 m²",3,2,1,"57,00m²","57,00m²",4,nan,3.333.333/m²,"$120,000"
Apartamento en Venta Bello BELLO,$ 235.000.000,"70,00 m²",3,2,1,nan,"70,00m²",4,Menosde1año,3.357.143/m²,"$90,000E"
Apartamento en Venta Bello cabañas,$ 245.000.000,"71,00 m²",3,2,1,"71,00m²","71,00m²",3,Menosde1año,3.450.704/m²,"$170,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Cabañitas,$ 320.000.000,"79,00 m²",3,2,1,"79,00m²","79,00m²",4,1a8años,4.050.633/m²,"$203,000"
Apartamento en Venta Bello Cabañas,$ 232.000.000,"70,00 m²",3,2,1,nan,"70,00m²",4,1a8años,3.314.286/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello HACIENDA NIQUIA CERCA AL C C PUERTA DEL NORTE,$ 250.000.000,"67,00 m²",3,2,nan,nan,"67,00m²",4,1a8años,3.731.343/m²,nan
Apartamento en Venta Bello el trapiche,$ 95.000.000,"42,00 m²",2,1,nan,"42,00m²","42,00m²",2,1a8años,2.261.905/m²,"$75,000E"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Prado,$ 190.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",3,Menosde1año,2.968.750/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello SANTA ANA,$ 230.000.000,"67,00 m²",3,2,1,"67,00m²","67,00m²",3,1a8años,3.432.836/m²,nan
Apartamento en Venta Bello La Madera,$ 180.000.000,"60,00 m²",3,2,1,"60,00m²","60,00m²",3,1a8años,3.000.000/m²,"$118,000"
Apartamento en Venta Bello Villas del Sol,$ 115.000.000,"56,00 m²",3,2,nan,"56,00m²","56,00m²",3,1a8años,2.053.571/m²,"$117,000"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 195.000.000,"55,00 m²",2,2,1,nan,"55,00m²",4,Menosde1año,3.545.455/m²,"$230,000"
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello CABAITAS,$ 220.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",5,1a8años,3.437.500/m²,"$160,000"
Apartamento en Venta Bello El Trapiche,$ 145.000.000,"61,00 m²",3,2,1,nan,"61,00m²",4,nan,2.377.049/m²,nan
Apartamento en Venta Bello cabañas,$ 245.000.000,"71,93 m²",3,2,1,"72,00m²","71,93m²",4,Menosde1año,3.406.089/m²,"$100,000"
Apartamento en Venta Bello Los Bucaros,$ 220.000.000,"65,00 m²",3,2,1,nan,"65,00m²",3,1a8años,3.384.615/m²,nan
Apartamento en Venta Bello cabañas,$ 223.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",4,Menosde1año,3.484.375/m²,nan
Apartamento en Venta Bello Niquia,$ 200.000.000,"54,83 m²",2,2,nan,"55,00m²","54,83m²",4,1a8años,3.647.638/m²,"$168,000"
Apartamento en Venta Bello Las cabañas,$ 190.000.000,"55,00 m²",3,2,1,"55,00m²","55,00m²",3,Menosde1año,3.454.545/m²,"$130,000"
Apartamento en Venta Bello Niquia,$ 235.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",4,1a8años,3.671.875/m²,"$180,000"
Apartamento en Venta Bello Villas del Sol,$ 150.000.000,"56,00 m²",3,2,1,"56,00m²","56,00m²",3,1a8años,2.678.571/m²,"$115,000"
Apartamento en Venta Bello MADERA,$ 175.000.000,"65,00 m²",3,2,1,nan,"65,00m²",4,1a8años,2.692.308/m²,"$123,000"
Apartamento en Venta Bello madera,$ 230.000.000,"69,00 m²",3,2,1,"69,00m²","69,00m²",3,1a8años,3.333.333/m²,"$130,000"
Apartamento en Venta Bello Amazonia Porto Leticia,$ 250.000.000,"88,00 m²",3,2,1,"88,00m²","88,00m²",4,1a8años,2.840.909/m²,"$162,000"
Apartamento en Venta Bello NIQUIA,$ 135.000.000,"50,00 m²",2,1,1,"50,00m²","50,00m²",3,1a8años,2.700.000/m²,nan
Apartamento en Venta Bello NIQUIA,$ 210.000.000,"59,00 m²",2,2,1,"59,00m²","59,00m²",4,1a8años,3.559.322/m²,"$160,000"
Apartamento en Venta Bello NIQUIA,$ 243.000.000,"76,00 m²",3,2,nan,"76,00m²","76,00m²",4,1a8años,3.197.368/m²,nan
Apartamento en Venta Bello Villa del Sol,$ 139.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",3,1a8años,2.138.462/m²,nan
Apartamento en Venta Bello la madera,$ 170.000.000,"68,00 m²",3,2,nan,"68,00m²","68,00m²",4,1a8años,2.500.000/m²,"$149,000"
Apartamento en Venta Bello Villas del Sol,$ 117.000.000,"54,00 m²",3,2,nan,"54,00m²","54,00m²",3,1a8años,2.166.667/m²,"$117,000"
Apartamento en Venta Bello NAVARRA,$ 190.000.000,"63,00 m²",3,2,nan,nan,"63,00m²",4,nan,3.015.873/m²,nan
Apartamento en Venta Bello Ciudad de los puertos,$ 210.000.000,"52,00 m²",2,2,1,"48,00m²","52,00m²",4,1a8años,4.038.462/m²,"$130,000"
