title,price,surface,rooms,baths,garages,private area,builded area,estrato,antiquity,price m2,administration
Apartamento en Venta Bello BUENOS AIRES,$ 104.000.000,"50,00 m²",2,1,nan,"50,00m²","50,00m²",2,Menosde1año,2.080.000/m²,nan
Apartamento en Venta Bello NIQUIA,$ 75.000.000,"39,00 m²",1,1,1,"39,00m²","39,00m²",2,9a15años,1.923.077/m²,nan
Apartamento en Venta Bello La Gabriela ,$ 50.000.000,"55,00 m²",2,1,nan,"55,00m²","55,00m²",1,nan,909.091/m²,nan
Apartamento en Venta Bello Santa Ana,$ 174.000.000,"52,00 m²",3,2,nan,nan,"52,00m²",3,9a15años,3.346.154/m²,nan
Apartamento en Venta Bello NIQUIA,$ 240.000.000,"60,00 m²",2,2,1,"60,00m²","60,00m²",4,Menosde1año,4.000.000/m²,"$120,000"
Apartamento en Venta Bello NIQUIA,$ 245.000.000,"69,00 m²",3,2,1,"69,00m²","69,00m²",4,Menosde1año,3.550.725/m²,"$210,000"
Apartamento en Venta Bello Bello,$ 140.000.000,"59,00 m²",3,2,nan,"59,00m²","59,00m²",3,nan,2.372.881/m²,nan
Apartamento en Venta Bello Sabanitas,$ 195.000.000,"54,00 m²",3,2,1,"54,00m²","54,00m²",4,1a8años,3.611.111/m²,"$130,000"
Apartamento en Venta Bello Navarra,$ 170.000.000,"57,00 m²",3,2,1,"57,00m²","57,00m²",3,1a8años,2.982.456/m²,"$105,000"
Apartamento en Venta Bello SANTA ANA,$ 310.000.000,"87,00 m²",3,2,1,"87,00m²","87,00m²",4,Menosde1año,3.563.218/m²,nan
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Apartamento en Venta Bello PUERTO NUEVO CON PARQUEADERO PRIVADO,$ 240.000.000,"67,00 m²",3,2,nan,nan,"67,00m²",4,1a8años,3.582.090/m²,nan
Apartamento en Venta Bello Madera,$ 150.000.000,"58,00 m²",3,2,nan,"58,00m²","58,00m²",3,Menosde1año,2.586.207/m²,"$90,000E"
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Apartamento en Venta Bello LA MADERA,$ 158.000.000,"57,00 m²",3,2,1,"57,00m²","57,00m²",3,Menosde1año,2.771.930/m²,nan
Apartamento en Venta Bello Santa Ana,$ 170.000.000,"60,00 m²",3,2,1,"54,00m²","60,00m²",4,Menosde1año,2.833.333/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello Gran Avenida,$ 360.000.000,"155,00 m²",3,3,1,nan,"155,00m²",3,1a8años,2.322.581/m²,"$220,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 135.000.000,"54,00 m²",3,2,nan,"54,00m²","54,00m²",2,1a8años,2.500.000/m²,"$108,000"
Apartamento en Venta Bello MACHADO,$ 155.000.000,"55,00 m²",3,2,nan,"55,00m²","55,00m²",3,Menosde1año,2.818.182/m²,"$129,000"
Apartamento en Venta Bello trapiche,$ 170.000.000,"61,00 m²",3,2,1,nan,"61,00m²",3,1a8años,2.786.885/m²,nan
Apartamento en Venta Bello BELLO,$ 190.000.000,"69,00 m²",3,2,nan,"69,00m²","69,00m²",4,Menosde1año,2.753.623/m²,"$200,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello madera,$ 162.000.000,"57,00 m²",3,2,1,"57,00m²","57,00m²",3,nan,2.842.105/m²,"$104,300"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Apartamento en Venta Bello Navarra Bello,$ 190.000.000,"67,00 m²",3,2,1,"67,00m²","67,00m²",4,1a8años,2.835.821/m²,"$130,000"
Apartamento en Venta Bello NIQUIA,$ 220.000.000,"68,00 m²",3,2,1,"68,00m²","68,00m²",4,1a8años,3.235.294/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello BARRIO PEREZ,$ 135.000.000,"60,00 m²",3,2,nan,"60,00m²","60,00m²",4,1a8años,2.250.000/m²,"$120,000"
Apartamento en Venta Bello CABAAS,$ 215.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",4,1a8años,3.359.375/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello niquia,$ 190.000.000,"65,00 m²",3,2,1,"65,00m²","65,00m²",3,1a8años,2.923.077/m²,"$125,000"
Apartamento en Venta Bello Briceñito,$ 95.000.000,"72,00 m²",2,2,nan,"72,00m²","72,00m²",2,1a8años,1.319.444/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello Bello,$ 155.000.000,"55,00 m²",3,2,nan,"55,00m²","55,00m²",4,1a8años,2.818.182/m²,"$124,000"
Apartamento en Venta Bello Perez,$ 145.000.000,"52,00 m²",3,2,1,"52,00m²","52,00m²",nan,nan,2.788.462/m²,"$90,000P"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 180.000.000,"57,00 m²",3,2,1,"57,00m²","57,00m²",3,1a8años,3.157.895/m²,"$180,000"
Apartamento en Venta Bello UNIDAD CERRADA,$ 125.000.000,"39,00 m²",2,1,nan,nan,"39,00m²",3,1a8años,3.205.128/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello URBANIZACIÓN LA QUINTA CERCA A LA ESTACIÓN MADERA,$ 210.000.000,"69,00 m²",2,2,1,nan,"69,00m²",4,1a8años,3.043.478/m²,"$94,000E"
Apartamento en Venta Bello UNIDAD MANANTIALES CERCA A LA ESTACIÓN MADERA,$ 140.000.000,"60,00 m²",2,1,nan,nan,"60,00m²",3,1a8años,2.333.333/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello CABAÑAS UNIDAD OPORTO FULL ACABADOS HERMOSA VISTA,$ 300.000.000,"80,00 m²",3,2,1,nan,"80,00m²",4,1a8años,3.750.000/m²,nan
Apartamento en Venta Bello NIQUIA,$ 260.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",4,1a8años,3.611.111/m²,nan
Apartamento en Venta Bello Puerto Bello,$ 207.000.000,"105,00 m²",4,3,nan,"105,00m²","105,00m²",3,9a15años,1.971.429/m²,nan
Apartamento en Venta Bello BELLO,$ 200.000.000,"55,00 m²",2,2,1,nan,"55,00m²",4,Menosde1año,3.636.364/m²,"$150,000"
Apartamento en Venta Bello CABAÑAS UNIDAD OPORTO,$ 265.000.000,"75,00 m²",3,2,1,nan,"75,00m²",4,1a8años,3.533.333/m²,nan
Apartamento en Venta Bello BELLO,$ 375.000.000,"107,00 m²",3,2,1,"107,00m²","107,00m²",4,1a8años,3.504.673/m²,nan
Apartamento en Venta Bello NIQUIA,$ 115.000.000,"74,00 m²",3,1,nan,nan,"74,00m²",2,nan,1.554.054/m²,nan
Apartamento en Venta Bello Madera,$ 155.000.000,"55,00 m²",3,2,nan,nan,"55,00m²",3,1a8años,2.818.182/m²,"$106,000"
Apartamento en Venta Bello HACIENDA NIQUIA CERCA AL C C PUERTA DEL NORTE,$ 250.000.000,"67,00 m²",3,2,nan,nan,"67,00m²",4,1a8años,3.731.343/m²,nan
Apartamento en Venta Bello EL TRAPICHE,$ 128.000.000,"58,00 m²",3,1,nan,"58,00m²","58,00m²",3,Menosde1año,2.206.897/m²,nan
Apartamento en Venta Bello SANTA ANA,$ 210.000.000,"52,00 m²",2,2,1,"52,00m²","52,00m²",4,Menosde1año,4.038.462/m²,nan
Apartamento en Venta Bello FLORIDA NAVARRA NORTEAMERICA,$ 215.000.000,"75,00 m²",3,2,1,"75,00m²","75,00m²",4,1a8años,2.866.667/m²,"$118,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia,$ 270.000.000,"79,00 m²",3,2,1,nan,"79,00m²",nan,nan,3.417.722/m²,"$180,000"
Apartamento en Venta Bello Madera,$ 150.000.000,"58,00 m²",3,2,nan,"58,00m²","58,00m²",3,Menosde1año,2.586.207/m²,"$90,000E"
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello Prado,$ 145.500.000,"50,25 m²",2,2,nan,nan,"50,25m²",3,Menosde1año,2.895.522/m²,nan
Apartamento en Venta Bello Santa Ana,$ 170.000.000,"60,00 m²",3,2,1,"54,00m²","60,00m²",4,Menosde1año,2.833.333/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Los Puertos,$ 285.000.000,"74,00 m²",3,2,1,"74,00m²","74,00m²",3,Menosde1año,3.851.351/m²,nan
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello Niquia,$ 280.000.000,"63,00 m²",3,2,1,"63,00m²","63,00m²",3,1a8años,4.444.444/m²,nan
Apartamento en Venta Bello BARRIO PEREZ,$ 185.000.000,"66,00 m²",3,2,nan,nan,"66,00m²",4,nan,2.803.030/m²,nan
Apartamento en Venta Bello Puerta Madera,$ 160.000.000,"70,00 m²",2,2,nan,"70,00m²","70,00m²",3,1a8años,2.285.714/m²,"$100,000"
Apartamento en Venta Bello NIQUIA PARTE BAJA,$ 205.000.000,"62,00 m²",2,2,1,"62,00m²","62,00m²",3,1a8años,3.306.452/m²,"$128,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Madera,$ 210.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",4,1a8años,3.000.000/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello NORTE AMERICA,$ 230.000.000,"68,00 m²",3,2,1,"68,00m²","68,00m²",4,1a8años,3.382.353/m²,"$120,000"
Apartamento en Venta Bello NIQUIA,$ 200.000.000,"60,00 m²",2,2,1,nan,"60,00m²",4,nan,3.333.333/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO PARQUE,$ 240.000.000,"168,00 m²",5,2,nan,nan,"168,00m²",3,nan,1.428.571/m²,nan
Apartamento en Venta Bello NIQUIA,$ 135.000.000,"5.664,00 m²",2,2,nan,nan,"5.664,00m²",3,nan,23.835/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 175.000.000,"65,00 m²",2,2,1,nan,"65,00m²",3,nan,2.692.308/m²,"$160,000"
Apartamento en Venta Bello NIQUIA,$ 190.000.000,"67,00 m²",3,2,1,nan,"67,00m²",4,nan,2.835.821/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello ESENCIA PUERTA MADERA OPORTUNIDAD DE INVERSIÓN,$ 230.000.000,"71,00 m²",3,2,1,nan,"71,00m²",4,Menosde1año,3.239.437/m²,"$138,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 245.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",3,1a8años,3.402.778/m²,"$140,000"
Apartamento en Venta Bello MADERA,$ 230.000.000,"65,00 m²",2,2,1,"65,00m²","65,00m²",3,1a8años,3.538.462/m²,"$138,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello MACHADO,$ 155.000.000,"55,00 m²",3,2,nan,"55,00m²","55,00m²",3,Menosde1año,2.818.182/m²,"$129,000"
Apartamento en Venta Bello niquia,$ 157.000.000,"42,00 m²",1,1,1,"42,00m²","42,00m²",4,1a8años,3.738.095/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Cabañas,$ 235.000.000,"65,00 m²",3,2,nan,nan,"65,00m²",4,1a8años,3.615.385/m²,nan
Apartamento en Venta Bello NIQUIA,$ 207.000.000,"55,00 m²",3,2,1,"55,00m²","55,00m²",3,1a8años,3.763.636/m²,nan
Apartamento en Venta Bello BUCAROS,$ 220.000.000,"66,00 m²",3,2,1,"66,00m²","66,00m²",3,Menosde1año,3.333.333/m²,nan
Apartamento en Venta Bello cabañitas,$ 350.000.000,"80,00 m²",3,2,1,"80,00m²","80,00m²",4,1a8años,4.375.000/m²,"$200,000"
Apartamento en Venta Bello la cumbre,$ 150.000.000,"81,00 m²",4,2,nan,nan,"81,00m²",3,16a30años,1.851.852/m²,nan
Apartamento en Venta Bello Niquia,$ 149.000.000,"42,00 m²",1,1,1,nan,"42,00m²",4,1a8años,3.547.619/m²,"$80,000E"
Apartamento en Venta Bello trapiche,$ 135.000.000,"50,00 m²",2,1,1,"50,00m²","50,00m²",3,1a8años,2.700.000/m²,nan
Apartamento en Venta Bello SUPER GANGA A UNA CUADRA DE LA ESTACIÓN DEL METRO,$ 160.000.000,"69,00 m²",3,1,nan,nan,"69,00m²",2,9a15años,2.318.841/m²,nan
Apartamento en Venta Bello PUERTO ALEGRE EN BELLO SECTOR ALTA VALORIZACION,$ 182.000.000,"54,00 m²",3,2,nan,nan,"54,00m²",4,1a8años,3.370.370/m²,nan
Apartamento en Venta Bello UNIDAD PUERTO NUEVO,$ 225.000.000,"67,00 m²",3,2,1,nan,"67,00m²",4,1a8años,3.358.209/m²,nan
Apartamento en Venta Bello Cabañas,$ 209.000.000,"58,00 m²",3,2,1,nan,"58,00m²",4,nan,3.603.448/m²,nan
Apartamento en Venta Bello cabañas,$ 198.000.000,"60,00 m²",2,2,2,"60,00m²","60,00m²",4,Menosde1año,3.300.000/m²,"$130,000"
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Apartamento en Venta Bello PUERTO NUEVO CON PARQUEADERO PRIVADO,$ 240.000.000,"67,00 m²",3,2,nan,nan,"67,00m²",4,1a8años,3.582.090/m²,nan
Apartamento en Venta Bello el trapiche,$ 95.000.000,"42,00 m²",2,1,nan,"42,00m²","42,00m²",2,1a8años,2.261.905/m²,"$75,000E"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello LA MADERA,$ 158.000.000,"57,00 m²",3,2,1,"57,00m²","57,00m²",3,Menosde1año,2.771.930/m²,nan
Apartamento en Venta Bello Cabañas,$ 232.000.000,"70,00 m²",3,2,1,nan,"70,00m²",4,1a8años,3.314.286/m²,nan
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Apartamento en Venta Bello PEÑA VERDE,$ 140.000.000,"60,00 m²",3,2,1,nan,"60,00m²",4,9a15años,2.333.333/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia,$ 264.000.000,"63,00 m²",3,2,1,"53,00m²","63,00m²",4,1a8años,4.190.476/m²,"$160,000"
Apartamento en Venta Bello BELLO,$ 243.000.000,"61,00 m²",3,2,nan,"61,00m²","61,00m²",4,1a8años,3.983.607/m²,nan
Apartamento en Venta Bello Altos de Niquia,$ 35.000.000,"30,00 m²",2,1,nan,"30,00m²","30,00m²",2,1a8años,1.166.667/m²,nan
Apartamento en Venta Bello San José Obrero ,$ 190.000.000,"68,00 m²",3,2,1,"68,00m²","68,00m²",3,1a8años,2.794.118/m²,"$150,000"
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Apartamento en Venta Bello cumbre el paraiso,$ 130.000.000,"82,00 m²",4,2,nan,"82,00m²","82,00m²",2,1a8años,1.585.366/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello Santa Ana,$ 190.000.000,"54,00 m²",2,2,1,"54,00m²","54,00m²",3,1a8años,3.518.519/m²,"$152,000"
Apartamento en Venta Bello BELLO,$ 190.000.000,"57,00 m²",3,2,1,nan,"57,00m²",3,Menosde1año,3.333.333/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello GANGA UNIDAD OPORTO CERCA A LA ESTACIÓN MADERA,$ 290.000.000,"81,00 m²",3,2,1,nan,"81,00m²",4,1a8años,3.580.247/m²,"$185,000"
Apartamento en Venta Bello Madera,$ 160.000.000,"55,00 m²",3,2,nan,"55,00m²","55,00m²",4,nan,2.909.091/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello Gran Avenida,$ 140.000.000,"58,00 m²",3,2,nan,nan,"58,00m²",nan,nan,2.413.793/m²,nan
Apartamento en Venta Bello Primavera,$ 108.000.000,"42,00 m²",2,1,nan,"42,00m²","42,00m²",3,1a8años,2.571.429/m²,"$75,000E"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello bello el carmelo,$ 133.000.000,"67,00 m²",2,1,nan,"67,00m²","67,00m²",3,Menosde1año,1.985.075/m²,nan
Apartamento en Venta Bello BELLO,$ 185.000.000,"54,00 m²",3,2,1,nan,"54,00m²",3,nan,3.425.926/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello MANCHESTER,$ 225.000.000,"102,00 m²",3,2,nan,"102,00m²","102,00m²",3,16a30años,2.205.882/m²,nan
Apartamento en Venta Bello Buenos Aires,$ 109.000.000,"65,00 m²",3,2,nan,"65,00m²","65,00m²",2,1a8años,1.676.923/m²,"$10,000E"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello NORTEAMERICA,$ 215.000.000,"61,00 m²",3,2,1,"61,00m²","61,00m²",4,1a8años,3.524.590/m²,"$126,000"
Apartamento en Venta Bello ESTRENAR EN CABAÑAS CON GARAJE ELECTRÓNICO,$ 236.000.000,"98,00 m²",4,2,1,nan,"98,00m²",3,1a8años,2.408.163/m²,nan
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Apartamento en Venta Bello BUENOS AIRES,$ 95.000.000,"45,00 m²",2,1,nan,"45,00m²","45,00m²",3,nan,2.111.111/m²,nan
Apartamento en Venta Bello BUCAROS,$ 220.000.000,"66,00 m²",3,2,1,"66,00m²","66,00m²",3,Menosde1año,3.333.333/m²,nan
Apartamento en Venta Bello Madera,$ 225.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",4,1a8años,3.125.000/m²,"$170,000"
Apartamento en Venta Bello Obrero,$ 155.000.000,"51,00 m²",2,2,nan,nan,"51,00m²",nan,nan,3.039.216/m²,nan
Apartamento en Venta Bello LA MADERA,$ 225.000.000,"68,00 m²",2,2,1,nan,"68,00m²",4,nan,3.308.824/m²,nan
Apartamento en Venta Bello nazareth,$ 186.000.000,"60,00 m²",3,2,1,"60,00m²","60,00m²",3,1a8años,3.100.000/m²,"$117,000"
Apartamento en Venta Bello ESTRENAR CON PARQUEADERO PRIVADO,$ 195.000.000,"70,00 m²",3,2,1,nan,"70,00m²",3,1a8años,2.785.714/m²,nan
Apartamento en Venta Bello norteamerica,$ 180.000.000,"56,00 m²",2,2,1,"58,00m²","56,00m²",4,1a8años,3.214.286/m²,nan
Apartamento en Venta Bello Niquia,$ 195.000.000,"65,00 m²",3,2,nan,nan,"65,00m²",4,9a15años,3.000.000/m²,nan
Apartamento en Venta Bello NIQUIA,$ 220.000.000,"120,00 m²",3,3,1,"120,00m²","120,00m²",3,1a8años,1.833.333/m²,nan
Apartamento en Venta Bello NIQUIA,$ 250.000.000,"77,00 m²",3,2,1,"77,00m²","77,00m²",3,1a8años,3.246.753/m²,nan
Apartamento en Venta Bello Santa Ana ,$ 290.000.000,"83,00 m²",3,2,2,"83,00m²","83,00m²",4,nan,3.493.976/m²,nan
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Apartamento en Venta Bello Navarra Plaza Navarra,$ 173.000.000,"64,90 m²",3,2,1,"65,00m²","64,90m²",3,1a8años,2.665.639/m²,"$125,000"
Apartamento en Venta Bello Briceñito,$ 95.000.000,"72,00 m²",2,2,nan,"72,00m²","72,00m²",2,1a8años,1.319.444/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 205.000.000,"65,00 m²",3,2,nan,"65,00m²","65,00m²",4,1a8años,3.153.846/m²,"$143,000"
Apartamento en Venta Bello BELLO,$ 149.900.000,"52,00 m²",2,2,1,"52,00m²","52,00m²",3,Menosde1año,2.882.692/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello HERMOSO APARTAMENTO EN BELLO CON PARQUEADERO,$ 157.000.000,"60,00 m²",3,2,1,nan,"60,00m²",3,1a8años,2.616.667/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Niquía,$ 120.000.000,"72,00 m²",4,1,nan,"72,00m²","72,00m²",nan,16a30años,1.666.667/m²,nan
Apartamento en Venta Bello TRAPICHE,$ 165.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",3,1a8años,2.291.667/m²,nan
Apartamento en Venta Bello MADERA,$ 180.000.000,"58,00 m²",3,2,nan,"58,00m²","58,00m²",3,1a8años,3.103.448/m²,"$120,000"
Apartamento en Venta Bello Santa Ana,$ 290.000.000,"68,00 m²",3,4,1,nan,"68,00m²",4,Menosde1año,4.264.706/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello CABAAS,$ 250.000.000,"66,00 m²",3,2,1,"66,00m²","66,00m²",3,Menosde1año,3.787.879/m²,"$140,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 217.000.000,"59,00 m²",2,2,1,"59,00m²","59,00m²",3,1a8años,3.677.966/m²,nan
Apartamento en Venta Bello Cabañas,$ 255.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",4,1a8años,3.541.667/m²,"$160,000"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello ,$ 110.000.000,"57,00 m²",3,2,nan,"57,00m²","57,00m²",nan,nan,1.929.825/m²,nan
Apartamento en Venta Bello Santa Ana,$ 185.000.000,"52,00 m²",2,2,1,"48,00m²","52,00m²",4,1a8años,3.557.692/m²,"$150,000"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
